talk/Faith_Rewarded_talk_h_nm_np1_fr_goo_46;0
talk/Faith_Rewarded_talk_h_nm_np1_fr_goo_65;0
talk/Faith_Rewarded_talk_h_nm_np1_fr_goo_90;0
talk/Faith_Rewarded_talk_h_nm_np1_fr_goo_91;0
talk/Faith_Rewarded_talk_h_nm_np1_fr_goo_92;0
talk/Faith_Rewarded_talk_u_nm_np1_fr_goo_8;0
talk/Fellowship_2_talk_h_nm_np1_fr_bad_6;0
talk/Fellowship_4_talk_u_nm_np1_fr_med_0;0
talk/Fellowship_5_talk_h_cm_np1_ri_goo_0;0
talk/Fellowship_5_talk_h_nm_np1_fr_goo_1;0
talk/Fellowship_6_talk_h_cm_np1_fr_goo_13;0
talk/Fellowship_6_talk_h_cm_np1_fr_goo_14;0
talk/Fellowship_6_talk_h_cm_np1_fr_goo_7;0
talk/Fellowship_6_talk_h_nm_np1_fr_goo_12;0
talk/Fellowship_6_talk_u_cm_np1_fr_med_6;0
talk/Italian_Job_1_talk_h_nm_np1_fr_goo_2;0
talk/Italian_Job_1_talk_u_cm_np1_ri_goo_0;0
talk/Italian_Job_2_talk_h_nm_np1_fr_med_3;0
talk/Italian_Job_2_talk_h_nm_np1_fr_med_6;0
talk/Italian_Job_3_talk_h_nm_np1_ri_med_0;0
talk/Pirates_1_talk_h_nm_np1_ri_med_1;0
talk/Pirates_1_talk_u_nm_np1_fr_med_6;0
talk/Pirates_2_talk_h_nm_np1_fr_goo_1;0
talk/Pirates_3_talk_h_cm_np1_fr_goo_0;0
talk/Pirates_5_talk_h_nm_np1_fr_goo_10;0
talk/Pirates_5_talk_h_nm_np1_fr_goo_14;0
talk/Pirates_6_talk_h_nm_np1_fr_med_1;0
talk/Pirates_6_talk_u_nm_np1_fr_bad_0;0
talk/Prelinger_ActYourA1949_talk_h_nm_np1_fr_goo_15;0
talk/Prelinger_ActYourA1949_talk_u_nm_np1_fr_med_3;0
talk/Prelinger_ActYourA1949_talk_u_nm_np1_fr_med_4;0
talk/Prelinger_ActYourA1949_talk_u_nm_np1_fr_med_6;0
talk/Prelinger_HabitPat1954_talk_f_nm_np1_fr_med_7;0
talk/Prelinger_HabitPat1954_talk_u_nm_np1_fr_bad_6;0
talk/Prelinger_HabitPat1954_talk_u_nm_np1_fr_med_23;0
talk/Prelinger_LetYours1940_talk_h_nm_np1_fr_goo_2;0
talk/Prelinger_LetYours1940_talk_u_nm_np1_fr_med_1;0
talk/Return_of_the_King_2_talk_h_cm_np1_fr_goo_6;0
talk/The_Fugitive_3_talk_u_nm_np1_fr_med_4;0
talk/The_Fugitive_3_talk_u_nm_np1_fr_med_5;0
talk/The_Fugitive_6_talk_h_nm_np1_fr_goo_0;0
talk/The_Fugitive_6_talk_h_nm_np1_fr_goo_3;0
talk/The_Fugitive_6_talk_h_nm_np1_fr_goo_9;0
talk/The_Matrix_1_talk_h_nm_np1_le_goo_2;0
talk/The_Matrix_3_talk_h_nm_np1_fr_goo_13;0
talk/The_Matrix_5_talk_h_nm_np1_fr_goo_1;0
talk/The_Matrix_5_talk_u_cm_np1_ri_goo_0;0
talk/The_Matrix_Revolutions_5_talk_h_nm_np1_fr_goo_2;0
talk/jonhs_netfreemovies_holygrail_talk_h_cm_np1_ri_goo_0;0
talk/jonhs_netfreemovies_holygrail_talk_h_cm_np1_ri_med_14;0
talk/jonhs_netfreemovies_holygrail_talk_h_nm_np1_fr_goo_12;0
talk/jonhs_netfreemovies_holygrail_talk_h_nm_np1_fr_goo_13;0
talk/jonhs_netfreemovies_holygrail_talk_h_nm_np1_fr_med_6;0
talk/jonhs_netfreemovies_holygrail_talk_h_nm_np1_fr_med_7;0
talk/jonhs_netfreemovies_holygrail_talk_u_nm_np1_le_med_18;0
talk/prelinger_ControlY1950_talk_h_nm_np1_fr_goo_3;0
talk/prelinger_ControlY1950_talk_h_nm_np1_ri_goo_16;0
talk/prelinger_LetsPlay1949_talk_h_nm_np1_fr_goo_18;0
talk/prelinger_LetsPlay1949_talk_u_nm_np1_fr_med_20;0
talk/prelinger_LetsPlay1949_talk_u_nm_np1_ri_med_2;0
talk/veoh_harold_and_kumar_talk_h_nm_np1_fr_goo_0;0
talk/veoh_harold_and_kumar_talk_h_nm_np1_fr_goo_12;0
talk/veoh_harold_and_kumar_talk_h_nm_np1_fr_goo_17;0
talk/veoh_harold_and_kumar_talk_h_nm_np1_fr_goo_3;0
talk/veoh_harold_and_kumar_talk_h_nm_np1_fr_goo_9;0
talk/veoh_harold_and_kumar_talk_h_nm_np1_fr_med_18;0
talk/veoh_harold_and_kumar_talk_u_cm_np1_fr_goo_16;0
talk/veoh_harold_and_kumar_talk_u_cm_np1_fr_med_13;0
talk/veoh_harold_and_kumar_talk_u_nm_np1_fr_goo_1;0
talk/veoh_harold_and_kumar_talk_u_nm_np1_fr_goo_14;0
dribble/AdamandAlvonplayingbasketball1_dribble_f_cm_np1_fr_med_5;1
dribble/AdamandAlvonplayingbasketball1_dribble_f_cm_np1_le_med_3;1
dribble/AdamandAlvonplayingbasketball1_dribble_f_cm_np1_le_med_8;1
dribble/AdamandAlvonplayingbasketball1_dribble_f_cm_np1_ri_med_2;1
dribble/AdamandAlvonplayingbasketball1_dribble_f_nm_np1_fr_med_9;1
dribble/Basic_Basketball_Moves_dribble_f_cm_np1_ba_goo_5;1
dribble/Basic_Basketball_Moves_dribble_f_cm_np1_fr_goo_1;1
dribble/Basic_Basketball_Moves_dribble_f_cm_np1_ri_goo_6;1
dribble/Basic_Basketball_Moves_dribble_f_nm_np1_ba_goo_3;1
dribble/Basic_Basketball_Moves_dribble_f_nm_np1_fr_goo_2;1
dribble/BasketballProdigy_dribble_f_nm_np1_le_med_1;1
dribble/Basketball_Dribbling_-_Basketball_Dribbling-_Finger_Pads_dribble_f_cm_np1_fr_med_0;1
dribble/Basketball_Dribbling_-_Basketball_Dribbling-_Finger_Pads_dribble_f_cm_np1_fr_med_1;1
dribble/Basketball_Dribbling_-_Basketball_Dribbling-_Finger_Pads_dribble_f_cm_np2_le_med_2;1
dribble/Basketball_Dribbling_-_Basketball_Dribbling-_Finger_Pads_dribble_f_cm_np2_le_med_3;1
dribble/Basketball_Dribbling_-_Basketball_Dribbling-_Finger_Pads_dribble_f_nm_np2_le_med_4;1
dribble/Basketball_Dribbling_-_Basketball_Dribbling-_Finger_Pads_dribble_f_nm_np2_le_med_5;1
dribble/Basketball_Dribbling_-_Basketball_Dribbling-_Having_a_Good_Base_dribble_f_cm_np2_le_med_2;1
dribble/Basketball_Dribbling_-_Basketball_Dribbling-_Having_a_Good_Base_dribble_f_cm_np2_ri_med_3;1
dribble/Basketball_Dribbling_-_Basketball_Dribbling-_Having_a_Good_Base_dribble_f_cm_np2_ri_med_4;1
dribble/Basketball_Dribbling_-_Basketball_Dribbling-_Having_a_Good_Base_dribble_f_nm_np2_le_med_1;1
dribble/Basketball_Dribbling_-_Basketball_Dribbling-_Having_a_Good_Base_dribble_f_nm_np2_ri_med_5;1
dribble/Basketball_Dribbling_-_Basketball_Dribbling-_Practice_With_2_Balls_dribble_f_nm_np2_fr_med_1;1
dribble/Basketball_Dribbling_-_Basketball_Dribbling-_Practice_With_2_Balls_dribble_f_nm_np2_fr_med_2;1
dribble/Basketball_Dribbling_-_Basketball_Dribbling-_Practice_With_2_Balls_dribble_f_nm_np2_fr_med_3;1
dribble/Basketball_Dribbling_-_Basketball_Dribbling-_Practice_With_2_Balls_dribble_f_nm_np2_fr_med_5;1
dribble/Basketball_Dribbling_-_Basketball_Dribbling-_Practice_With_Tennis_Balls_dribble_f_cm_np1_le_med_1;1
dribble/Basketball_Dribbling_-_Basketball_Dribbling-_Practice_With_Tennis_Balls_dribble_f_nm_np1_le_med_0;1
dribble/Basketball_Dribbling_Drills_-_The_12_Inch_Dribble_Drill_in_Basketball_dribble_f_cm_np1_fr_med_2;1
dribble/Basketball_Dribbling_Drills_-_The_12_Inch_Dribble_Drill_in_Basketball_dribble_f_cm_np1_fr_med_5;1
dribble/Basketball_Dribbling_Drills_-_The_12_Inch_Dribble_Drill_in_Basketball_dribble_f_cm_np1_fr_med_8;1
dribble/Basketball_Dribbling_Drills_-_The_12_Inch_Dribble_Drill_in_Basketball_dribble_f_cm_np1_le_med_6;1
dribble/Basketball_Dribbling_Drills_-_The_12_Inch_Dribble_Drill_in_Basketball_dribble_f_cm_np1_le_med_7;1
dribble/Basketball_Dribbling_Drills_-_The_12_Inch_Dribble_Drill_in_Basketball_dribble_f_cm_np1_ri_med_0;1
dribble/Basketball_Dribbling_Drills_-_The_12_Inch_Dribble_Drill_in_Basketball_dribble_f_cm_np1_ri_med_1;1
dribble/Basketball_Dribbling_Drills_-_The_12_Inch_Dribble_Drill_in_Basketball_dribble_f_cm_np1_ri_med_4;1
dribble/Basketball_Dribbling_Tips__1_dribble_f_cm_np1_fr_med_0;1
dribble/Basketball_Dribbling_Tips_dribble_f_cm_np1_ri_med_4;1
